"thu","ngay","dot","ky","n1","n2","n3","n4","n5","n6","dd_cnt","dd_amt","g1_cnt","g1_amt","g2_cnt","g2_amt","g3_cnt","g3_amt","g4_cnt","g4_amt","g5_cnt","g5_amt","kk_cnt","kk_amt","dec0","dec1","dec2","dec3","dbx","dbdd","dd","sc","cam","snt","snt_cnt","xx","ke","t1","g0","p1","mod","sum","dec","dec_ck","cl5","cl5_ck","jpp","qh_ky","qh_hit","qhl","qhc","jpck","jpm_info","jpm_cnt","is_jp","is_chia","is_day","updated_at"
T6,2025-10-17,"1","00221",18,25,26,34,35,7,0,7353852500,0,10000000,2,5000000,35,500000,165,100000,1487,30000,12488,10000,0,1,2,2,Y,L,CL,3,"0",,0,,2,1,0,0,"52",138,"0122",41,CLCCL,24,29,20,"35","6,11,27,35",4,12,"103 (00118: 7-11-26-34-35)",3,false,false,false,2026-05-11 13:11:22.858 +0700
T5,2025-10-16,"2","00220",10,19,21,29,32,4,0,7271145000,0,10000000,6,5000000,77,500000,189,100000,2278,30000,12755,10000,0,2,2,1,X,C,CC,2,"0","19-29",2,,0,1,0,2,"92",111,"0221",6,CLLLC,104,13,20,,"6,11,27,35",4,11,"11 (00209: 2-18-19-29-32)",3,false,false,false,2026-05-11 13:11:22.859 +0700
T5,2025-10-16,"1","00219",1,9,12,20,23,1,0,7132435000,0,10000000,10,5000000,41,500000,133,100000,1567,30000,8392,10000,2,1,2,0,X,L,LL,2,"3","23",1,,0,2,0,0,,65,"2120",11,LLCCL,78,20,20,,"6,27,35",3,10,"58 (00161: 1-12-14-19-20)",3,false,false,false,2026-05-11 13:11:22.859 +0700
T4,2025-10-15,"2","00218",2,4,21,30,34,11,0,7031675000,1,10000000,6,5000000,32,500000,143,100000,1545,30000,11494,10000,2,0,1,2,Z,L,CC,4,"1","2",1,,0,0,1,1,"42",91,"2012",21,CCLCC,66,17,20,,"6,27,35",3,9,"5 (00213: 2-17-32-33-34)",2,false,false,false,2026-05-11 13:11:22.860 +0700
T4,2025-10-15,"1","00217",1,4,14,15,32,8,0,6864490000,0,10000000,5,5000000,47,500000,147,100000,1235,30000,13145,10000,2,2,0,1,Y,C,LC,3,"2",,0,,1,0,1,0,"42",66,"2201",28,LCCLC,19,18,20,,"6,27,35",3,8,"55 (00162: 1-13-14-15-21)",3,false,false,true,2026-05-11 13:11:22.861 +0700
T3,2025-10-14,"2","00216",1,18,21,23,26,11,0,6799122500,0,10000000,5,5000000,49,500000,127,100000,1714,30000,12084,10000,1,1,3,0,Z,L,LC,2,"3","23",1,,0,0,0,1,"12",89,"1130",5,LCLLC,40,8,20,,"6,27,35",3,7,"21 (00195: 21-23-26-27-28)",3,false,false,false,2026-05-11 13:11:22.862 +0700
T3,2025-10-14,"1","00215",7,12,14,20,28,4,0,6620247500,1,10000000,5,5000000,68,500000,134,100000,1722,30000,8397,10000,1,2,2,0,X,C,LC,4,"3","7",1,,0,0,0,1,,81,"1220",13,LCCCC,117,36,20,"12","6,12,35",3,6,"54 (00161: 1-12-14-19-20)",3,false,false,true,2026-05-11 13:11:22.862 +0700
T2,2025-10-13,"2","00214",16,19,25,26,32,11,0,6543550000,0,10000000,14,5000000,94,500000,193,100000,2493,30000,13544,10000,0,2,2,1,Z,L,CC,3,"0","19",1,,1,2,1,0,"62",118,"0221",16,CLLCC,39,9,20,,"6,12,35",3,5,"130 (00084: 9-16-17-26-32)",3,false,false,false,2026-05-11 13:11:22.863 +0700
T2,2025-10-13,"1","00213",2,17,32,33,34,3,0,6408260000,0,10000000,0,5000000,57,500000,148,100000,1514,30000,10131,10000,1,1,0,3,X,L,CC,3,"2","2-17",2,"33",2,2,2,1,"22",118,"1103",,CLCLC,1,12,20,,"12,35",2,4,"12 (00201: 2-16-17-30-33)",3,false,false,false,2026-05-11 13:11:22.864 +0700
CN,2025-10-12,"2","00212",8,15,28,33,34,9,0,6275262500,0,10000000,8,5000000,72,500000,219,100000,1912,30000,17051,10000,1,1,1,2,Z,L,CC,3,,,0,"33",1,0,3,0,"82",118,"1112",18,CLCLC,8,11,20,,"12",1,3,"1 (00211: 8-15-22-26-28)",3,false,false,false,2026-05-11 13:11:22.865 +0700
CN,2025-10-12,"1","00211",8,15,22,26,28,11,0,6243862500,0,10000000,1,5000000,43,500000,109,100000,1230,30000,7437,10000,1,1,3,0,Z,L,CC,4,"3",,0,"22",0,2,1,1,"82",99,"1130",15,CLCCC,15,22,20,"15","12,15",2,2,"36 (00175: 8-11-15-18-28)",3,false,false,false,2026-05-11 13:11:22.866 +0700
T7,2025-10-11,"2","00210",13,16,21,22,23,4,0,6140130000,1,10000000,4,5000000,47,500000,147,100000,1592,30000,10317,10000,0,2,3,0,X,C,LL,2,"0,3","13-23",2,"22",2,0,0,0,"32",95,"0230",44,LCLCL,3,8,20,,"12,15",2,1,"41 (00169: 5-13-15-22-23)",3,false,false,false,2026-05-11 13:11:22.867 +0700
T7,2025-10-11,"1","00209",2,18,19,29,32,7,1,10208253500,0,10000000,6,5000000,69,500000,194,100000,1886,30000,14073,10000,1,2,1,1,Y,L,CC,3,,"2-19-29",3,,1,0,0,1,"22,92",100,"1211",2,CCLLC,19,22,20,"29","12,29",2,0,"28 (00181: 6-18-19-21-23)",2,true,false,false,2026-05-11 13:11:22.868 +0700
T6,2025-10-10,"2","00208",1,5,16,22,26,4,0,9668022000,0,10000000,7,5000000,64,500000,157,100000,1917,30000,14745,10000,2,1,2,0,X,C,LC,3,"3","5",1,"22",0,0,0,0,"62",70,"2120",31,LLCCC,5,21,20,"5","5,12,29",3,84,"147 (00061: 1-5-16-28-29)",3,false,false,false,2026-05-11 13:11:22.869 +0700
T6,2025-10-10,"1","00207",3,10,13,24,31,10,0,8903829000,0,10000000,7,5000000,75,500000,167,100000,1703,30000,12064,10000,1,2,1,1,Z,C,LL,2,,"3-13-31",3,,0,1,3,0,"32",81,"1211",68,LCLCL,19,3,20,,"12",1,83,"1 (00206: 3-7-10-13-14)",3,false,false,true,2026-05-11 13:11:22.870 +0700
T5,2025-10-09,"2","00206",3,7,10,13,14,8,0,8389429500,1,10000000,11,5000000,61,500000,236,100000,2252,30000,18959,10000,2,3,0,0,Y,C,LC,2,"2,3","3-7-13",3,,1,0,1,0,"32",47,"2300",65,LLCLC,1,14,20,,"12",1,82,"46 (00160: 3-10-13-22-28)",3,false,false,false,2026-05-11 13:11:22.870 +0700
T5,2025-10-09,"1","00205",7,21,24,25,28,3,0,7841725000,0,10000000,3,5000000,37,500000,167,100000,1610,30000,10748,10000,1,0,4,0,X,L,LC,2,"1,3","7",1,,1,0,1,0,,105,"1040",160,LLCLC,10,15,20,,"12",1,81,"53 (00152: 2-6-7-24-28)",3,false,false,false,2026-05-11 13:11:22.871 +0700
T4,2025-10-08,"2","00204",10,13,28,31,34,12,0,7713827500,1,10000000,5,5000000,60,500000,151,100000,2034,30000,10733,10000,0,2,1,2,Z,C,CC,3,"0","13-31",2,,0,0,2,0,,116,"0212",144,CLCLC,21,11,20,,"12",1,80,"20 (00184: 10-31-33-34-35)",3,false,false,false,2026-05-11 13:11:22.872 +0700
T4,2025-10-08,"1","00203",1,7,8,28,34,11,0,7522827500,0,10000000,2,5000000,49,500000,124,100000,1432,30000,9634,10000,3,0,1,1,Z,L,LC,3,"1","7",1,,1,0,0,0,"82",78,"3011",181,LLCCC,26,9,20,,"12",1,79,"118 (00085: 8-16-18-28-34)",3,false,false,true,2026-05-11 13:11:22.873 +0700
T3,2025-10-07,"2","00202",3,13,19,23,25,12,0,7381125000,2,10000000,2,5000000,102,500000,183,100000,2821,30000,11896,10000,1,2,2,0,Z,C,LL,0,"3","3-13-19-23",4,,0,0,0,1,"33",83,"1220",17,LLLLL,56,17,20,,"12",1,78,"188 (00014: 3-13-19-25-29)",4,false,false,false,2026-05-11 13:11:22.874 +0700
T3,2025-10-07,"1","00201",2,16,17,30,33,7,0,7210802500,0,10000000,5,5000000,48,500000,157,100000,1353,30000,14431,10000,1,2,0,2,Y,L,CL,3,"2","2-17",2,"33",1,1,1,0,,98,"1202",149,CCLCL,45,18,20,,"12",1,77,"120 (00081: 2-15-22-30-33)",3,false,false,false,2026-05-11 13:11:22.874 +0700
T2,2025-10-06,"2","00200",7,18,22,23,33,10,0,7125885000,1,10000000,9,5000000,88,500000,207,100000,2701,30000,16858,10000,1,1,2,1,Z,C,LL,2,,"7-23",2,"22,33",1,0,0,1,"32",103,"1121",33,LCCLL,9,7,20,,"12",1,76,"149 (00051: 7-8-18-22-33)",4,false,false,false,2026-05-11 13:11:22.875 +0700
T2,2025-10-06,"1","00199",3,4,9,11,21,5,0,6960505000,0,10000000,1,5000000,51,500000,162,100000,1730,30000,11948,10000,3,1,1,0,Y,L,LL,1,"3","3-11",2,"11",1,0,1,1,"12",48,"3110",66,LCLLL,13,16,20,,,0,75,"17 (00182: 3-9-21-22-25)",3,false,false,false,2026-05-11 13:11:22.876 +0700
CN,2025-10-05,"2","00198",17,18,20,21,34,12,0,6827927500,0,10000000,3,5000000,65,500000,146,100000,1978,30000,10347,10000,0,2,2,1,Z,C,LC,3,"0","17",1,,2,1,0,1,,110,"0221",12,LCCLC,37,13,20,,,0,74,"47 (00151: 15-17-19-20-34)",3,false,false,false,2026-05-11 13:11:22.877 +0700
CN,2025-10-05,"1","00197",8,9,22,32,33,12,0,6640032500,0,10000000,2,5000000,52,500000,115,100000,1430,30000,8584,10000,2,0,1,2,Z,C,CL,3,"1",,0,"22,33",2,0,0,0,"22",104,"2012",57,CLCCL,4,39,20,"32","32",1,73,"88 (00109: 8-9-32-33-34)",4,false,false,false,2026-05-11 13:11:22.877 +0700
T7,2025-10-04,"2","00196",2,11,20,26,28,4,0,6531615000,0,10000000,4,5000000,53,500000,170,100000,1880,30000,13215,10000,1,1,3,0,X,C,CC,4,"3","2-11",2,"11",0,2,2,1,,87,"1130",18,CLCCC,76,8,20,,"32",1,72,"113 (00083: 2-15-20-24-28)",3,false,false,false,2026-05-11 13:11:22.878 +0700
T7,2025-10-04,"1","00195",21,23,26,27,28,6,0,6370705000,0,10000000,4,5000000,34,500000,150,100000,1360,30000,10015,10000,0,0,5,0,Y,C,LC,2,"0,1,3","23",1,,2,1,0,1,,125,"0050",,LLCLC,42,15,20,,"32",1,71,"103 (00092: 13-18-23-26-27)",3,false,false,false,2026-05-11 13:11:22.879 +0700
T6,2025-10-03,"2","00194",1,11,22,31,33,10,0,6269355000,1,10000000,6,5000000,58,500000,190,100000,1677,30000,12630,10000,1,1,1,2,Z,C,LL,1,,"11-31",2,"11,22,33",0,0,1,1,"13",98,"1112",23,LLCLL,7,19,20,,"32",1,70,"39 (00155: 1-6-7-11-31)",3,false,false,false,2026-05-11 13:11:22.880 +0700
T6,2025-10-03,"1","00193",6,7,8,10,33,1,0,6141712500,1,10000000,4,5000000,47,500000,106,100000,1690,30000,7992,10000,3,1,0,1,X,L,CL,3,"2","7",1,"33",2,2,1,1,,64,"3101",25,CLCCL,112,10,20,,"32",1,69,"142 (00051: 7-8-18-22-33)",3,false,false,false,2026-05-11 13:11:22.881 +0700
T5,2025-10-02,"2","00192",8,9,14,27,35,11,-1,22074343000,2,3718591500,45,86755000,663,6045000,1563,2450000,20736,205000,135834,10000,2,1,1,1,Z,L,CL,2,,,0,,1,0,1,1,,93,"2111",58,CLCLL,3,5,20,,"32",1,68,"3 (00189: 2-9-14-15-35)",3,false,true,false,2026-05-11 13:11:22.882 +0700
T5,2025-10-02,"1","00191",19,22,26,27,33,5,0,14958430500,0,10000000,3,5000000,136,500000,294,100000,3876,30000,25733,10000,0,1,3,1,Y,L,LL,2,"0","19",1,"22,33",1,2,2,0,,127,"0131",74,LCCLL,21,20,20,,"32",1,67,"38 (00153: 3-19-26-33-34)",3,false,false,false,2026-05-11 13:11:22.883 +0700
T4,2025-10-01,"2","00190",6,24,27,33,34,8,0,13807728500,1,10000000,18,5000000,143,500000,398,100000,4731,30000,31024,10000,1,0,2,2,Y,C,CC,3,"1",,0,"33",1,1,0,0,"42",124,"1022",61,CCLLC,11,16,20,,"32",1,66,"95 (00095: 5-6-27-33-34)",4,false,false,false,2026-05-11 13:11:22.885 +0700
T4,2025-10-01,"1","00189",2,9,14,15,35,8,0,12405921000,0,10000000,4,5000000,53,500000,234,100000,2183,30000,18722,10000,2,2,0,1,Y,C,CL,2,"2","2",1,,1,1,0,1,"52",75,"2201",6,CLCLL,9,16,20,,"32",1,65,"146 (00043: 9-14-28-33-35)",3,false,false,false,2026-05-11 13:11:22.885 +0700
T3,2025-09-30,"2","00188",13,16,19,20,31,11,0,11722212500,0,10000000,12,5000000,112,500000,231,100000,2871,30000,15555,10000,0,3,1,1,Z,L,LL,2,"0","13-19-31",3,,1,0,0,0,,99,"0311",37,LCLCL,10,14,20,,"32",1,64,"78 (00110: 16-20-23-28-31)",3,false,false,false,2026-05-11 13:11:22.887 +0700
T3,2025-09-30,"1","00187",3,5,8,23,29,1,0,10910625500,0,10000000,5,5000000,51,500000,126,100000,1967,30000,9033,10000,3,0,2,0,X,L,LL,1,"1,3","3-5-23-29",4,,0,0,0,0,"32",68,"3020",35,LLCLL,25,17,20,,"32",1,63,"17 (00170: 3-12-20-21-29)",2,false,false,false,2026-05-11 13:11:22.890 +0700
T2,2025-09-29,"2","00186",15,18,21,27,33,6,0,10312860500,1,10000000,7,5000000,76,500000,251,100000,2847,30000,19378,10000,0,2,2,1,Y,C,LL,1,"0",,0,"33",0,0,1,1,,114,"0221",28,LCLLL,31,8,20,,"32",1,62,"40 (00146: 11-15-19-27-33)",3,false,false,false,2026-05-11 13:11:22.891 +0700
T2,2025-09-29,"1","00185",6,15,17,23,25,5,0,9481268000,0,10000000,9,5000000,70,500000,173,100000,1833,30000,11820,10000,1,2,2,0,Y,L,CL,1,"3","17-23",2,,0,0,0,0,"52",86,"1220",4,CLLLL,98,6,20,,"32",1,61,"47 (00138: 6-15-17-20-30)",3,false,false,false,2026-05-11 13:11:22.892 +0700
CN,2025-09-28,"2","00184",10,31,33,34,35,10,0,8969768000,0,10000000,6,5000000,52,500000,140,100000,1757,30000,15111,10000,0,1,0,4,Z,C,CL,2,"0,2","31",1,"33",2,0,1,1,,143,"0104",,CLLCL,49,17,20,,"32",1,60,"4 (00180: 10-21-28-31-33)",3,false,false,false,2026-05-11 13:11:22.892 +0700
T6,2025-09-26,"1","00179",10,12,15,17,22,8,0,7120507500,0,10000000,3,5000000,58,500000,139,100000,1602,30000,10679,10000,0,4,1,0,Y,C,CC,3,"0,3","17",1,"22",0,0,1,2,"22",76,"0410",,CCLLC,65,6,20,,"7,32,33",3,55,"48 (00131: 1-10-12-22-31)",3,false,false,false,2026-05-11 13:11:22.899 +0700
T5,2025-09-25,"2","00178",5,14,21,22,27,8,0,7005472500,0,10000000,7,5000000,72,500000,222,100000,1861,30000,16099,10000,1,1,3,0,Y,C,LL,2,"3","5",1,"22",1,2,2,0,,89,"1130",8,LCLCL,5,13,20,,"7,33",2,54,"1 (00177: 1-3-14-22-28)",2,false,false,false,2026-05-11 13:11:22.900 +0700
T5,2025-09-25,"1","00177",1,3,14,22,28,6,0,6885992500,1,10000000,6,5000000,40,500000,109,100000,1267,30000,10325,10000,2,1,2,0,Y,C,LC,3,"3","3",1,"22",0,0,2,1,,68,"2120",62,LLCCC,6,10,20,,"7,33",2,53,"17 (00160: 3-10-13-22-28)",3,false,false,false,2026-05-11 13:11:22.901 +0700
T4,2025-09-24,"2","00176",3,12,13,19,28,2,0,6792965000,0,10000000,6,5000000,69,500000,152,100000,2337,30000,10897,10000,1,3,1,0,X,C,LC,2,"3","3-13-19",3,,1,0,1,2,"32",75,"1310",1,LCLLC,43,15,20,,"7,33",2,52,"16 (00160: 3-10-13-22-28)",3,false,false,false,2026-05-11 13:11:22.902 +0700
T4,2025-09-24,"1","00175",8,11,15,18,28,2,0,6636237500,0,10000000,5,5000000,60,500000,112,100000,1901,30000,8627,10000,1,3,1,0,X,C,CC,3,"3","11",1,"11",0,2,0,1,"83",80,"1310",13,CLLCC,10,15,20,,"33",1,51,"90 (00085: 8-16-18-28-34)",3,false,false,false,2026-05-11 13:11:22.903 +0700
T3,2025-09-23,"2","00174",9,16,17,20,24,8,0,6536547500,0,10000000,7,5000000,70,500000,282,100000,2062,30000,17382,10000,1,2,2,0,Y,C,LC,3,"3","17",1,,1,1,0,0,,86,"1220",5,LCLCC,14,15,20,,"33",1,50,"90 (00084: 9-16-17-26-32)",3,false,false,false,2026-05-11 13:11:22.903 +0700
T3,2025-09-23,"1","00173",1,2,3,10,11,4,0,6449487500,2,10000000,3,5000000,56,500000,95,100000,1347,30000,8732,10000,3,2,0,0,X,C,LL,2,"2,3","2-3-11",3,"11",3,0,0,1,"12",27,"3200",,LCLCL,23,19,20,,,0,49,"32 (00141: 1-3-10-14-15)",3,false,false,false,2026-05-11 13:11:22.904 +0700
T2,2025-09-22,"2","00172",6,9,20,25,31,7,0,6343660000,0,10000000,17,5000000,112,500000,306,100000,2938,30000,18210,10000,2,0,2,1,Y,L,CL,2,"1","31",1,,0,1,0,2,,91,"2021",18,CLCLL,24,39,20,"9","9",1,48,"6 (00166: 11-18-20-24-25)",2,false,false,false,2026-05-11 13:11:22.905 +0700
T2,2025-09-22,"1","00171",5,15,26,30,34,5,0,6274105000,0,10000000,12,5000000,63,500000,175,100000,1694,30000,9783,10000,1,1,1,2,Y,L,LC,3,,"5",1,,0,0,0,1,"52",110,"1112",18,LLCCC,143,18,20,,"9",1,47,"158 (00013: 5-14-15-23-34)",3,false,false,false,2026-05-11 13:11:22.907 +0700
CN,2025-09-21,"2","00170",3,12,20,21,29,5,0,6197992500,0,10000000,6,5000000,89,500000,246,100000,1963,30000,16487,10000,1,1,3,0,Y,L,LL,2,"3","3-29",2,,1,2,0,0,,85,"1130",87,LCCLL,3,9,20,,"9",1,46,"108 (00062: 20-21-29-31-33)",3,false,false,true,2026-05-11 13:11:22.909 +0700
CN,2025-09-21,"1","00169",5,13,15,22,23,4,0,6120052500,0,10000000,6,5000000,44,500000,157,100000,1659,30000,9508,10000,1,2,2,0,X,C,LL,1,"3","5-13-23",3,"22",1,0,0,1,"32,52",78,"1220",5,LLLCL,29,29,20,"5","5,9",2,45,"95 (00074: 5-13-23-25-33)",3,false,false,false,2026-05-11 13:11:22.910 +0700
T7,2025-09-20,"2","00168",3,4,8,18,31,7,-1,18552573500,5,1250507700,55,61215000,448,7400000,1620,2005000,14671,240000,135225,10000,3,1,0,1,Y,L,LL,3,"2","3-31",2,,1,0,1,1,"82",64,"3101",13,LCCCL,2,20,20,,"5,9",2,44,"131 (00037: 1-4-8-18-29)",3,false,true,false,2026-05-11 13:11:22.911 +0700
T7,2025-09-20,"1","00167",3,14,20,23,35,6,0,13448056500,0,10000000,11,5000000,96,500000,273,100000,2925,30000,22160,10000,1,1,2,1,Y,C,LL,2,,"3-23",2,,0,1,1,0,"32",95,"1121",39,LCCLL,30,30,20,"35","5,9,35",3,43,"30 (00137: 1-4-20-23-35)",3,false,false,true,2026-05-11 13:11:22.912 +0700
T6,2025-09-19,"2","00166",11,18,20,24,25,8,0,12444176500,1,10000000,21,5000000,136,500000,404,100000,3672,30000,22200,10000,0,2,3,0,Y,C,LL,3,"0,3","11",1,"11",1,0,0,1,,98,"0230",31,LCCCL,35,22,20,"18","5,9,18,35",4,42,"41 (00125: 7-11-18-20-27)",3,false,false,false,2026-05-11 13:11:22.914 +0700
T6,2025-09-19,"1","00165",10,27,29,30,34,10,0,11594910000,0,10000000,8,5000000,56,500000,181,100000,2110,30000,15648,10000,0,1,2,2,Z,C,CC,3,"0","29",1,,1,0,1,0,"02",130,"0122",15,CLLCC,27,12,20,,"5,9,18,35",4,41,"75 (00090: 1-8-10-27-29)",3,false,false,false,2026-05-11 13:11:22.915 +0700
T5,2025-09-18,"2","00164",8,10,14,23,25,4,0,10968490500,1,10000000,10,5000000,107,500000,252,100000,2947,30000,17001,10000,1,2,2,0,X,C,CL,3,"3","23",1,,0,2,0,1,,80,"1220",4,CCCLL,5,16,20,,"5,9,35",3,40,"93 (00071: 1-6-8-23-25)",3,false,false,false,2026-05-11 13:11:22.917 +0700
T5,2025-09-18,"1","00163",11,13,15,17,30,6,0,10138302000,0,10000000,11,5000000,52,500000,186,100000,1872,30000,13554,10000,0,4,0,1,Y,C,LC,1,"0,2","11-13-17",3,"11",0,1,2,1,,86,"0401",,LLLLC,24,13,20,,"5,9,35",3,39,"25 (00138: 6-15-17-20-30)",3,false,false,false,2026-05-11 13:11:22.918 +0700
T4,2025-09-17,"2","00162",1,13,14,15,21,8,0,9591473500,1,10000000,2,5000000,52,500000,214,100000,1894,30000,19716,10000,1,3,1,0,Y,C,LL,1,"3","13",1,,2,1,2,3,"12",64,"1310",1,LLCLL,5,17,20,,"5,9,35",3,38,"21 (00141: 1-3-10-14-15)",3,false,false,false,2026-05-11 13:11:22.919 +0700
T4,2025-09-17,"1","00161",1,12,14,19,20,7,0,8816813500,1,10000000,5,5000000,51,500000,143,100000,1570,30000,11715,10000,1,3,1,0,Y,L,LC,3,"3","19",1,,1,1,0,1,,66,"1310",2,LCCLC,3,5,20,,"5,9,35",3,37,"91 (00070: 1-12-18-20-25)",3,false,false,false,2026-05-11 13:11:22.920 +0700
T3,2025-09-16,"2","00160",3,10,13,22,28,3,0,8246769500,1,10000000,4,5000000,83,500000,171,100000,2378,30000,14496,10000,1,2,2,0,X,L,LC,3,"3","3-13",2,"22",0,2,0,0,"32",76,"1220",3,LCLCC,11,10,20,,"9,35",2,36,"72 (00088: 3-4-10-13-32)",3,false,false,false,2026-05-11 13:11:22.922 +0700
T3,2025-09-16,"1","00159",8,14,16,19,29,7,0,7525265000,0,10000000,5,5000000,56,500000,169,100000,1705,30000,11867,10000,1,3,1,0,Y,L,CL,3,"3","19-29",2,,0,1,1,0,"92",86,"1310",3,CCCLL,5,32,20,"8","8,9,35",3,35,"142 (00017: 1-8-14-19-23)",3,false,false,true,2026-05-11 13:11:22.923 +0700
T2,2025-09-15,"2","00158",11,16,20,27,32,2,0,7395502500,1,10000000,7,5000000,102,500000,221,100000,2667,30000,16560,10000,0,2,2,1,X,C,LC,3,"0","11",1,"11",0,0,2,0,,106,"0221",65,LCCLC,70,18,20,,"8,9,35",3,34,"33 (00125: 7-11-18-20-27)",3,false,false,false,2026-05-11 13:11:22.925 +0700
T2,2025-09-15,"1","00157",1,11,16,25,29,7,0,7210592500,2,10000000,3,5000000,75,500000,148,100000,1607,30000,16623,10000,1,2,2,0,Y,L,LL,1,"3","11-29",2,"11",0,1,1,1,"12",82,"1220",9,LLCLL,64,9,20,,"8,9",2,33,"45 (00112: 6-11-16-17-29)",3,false,false,false,2026-05-11 13:11:22.927 +0700
CN,2025-09-14,"2","00156",6,10,11,12,27,4,0,7139607500,0,10000000,8,5000000,93,500000,217,100000,2410,30000,15294,10000,1,3,1,0,X,C,CL,3,"3","11",1,"11",2,2,2,1,,66,"1310",32,CCLCL,46,21,20,"12","8,9,12",3,32,"100 (00056: 3-6-11-27-33)",3,false,false,false,2026-05-11 13:11:22.927 +0700
CN,2025-09-14,"1","00155",1,6,7,11,31,3,0,7016852500,0,10000000,4,5000000,37,500000,106,100000,1335,30000,9363,10000,3,1,0,1,X,L,LL,1,"2","7-11-31",3,"11",1,1,2,1,"13",56,"3101",,LCLLL,12,9,20,,"8,9",2,31,"1 (00154: 2-6-28-29-31)",2,false,false,false,2026-05-11 13:11:22.928 +0700
T7,2025-09-13,"2","00154",2,6,28,29,31,12,0,6882622500,1,10000000,5,5000000,56,500000,145,100000,1759,30000,12266,10000,2,0,2,1,Z,C,CL,3,"1","2-29-31",3,,1,1,0,0,,96,"2021",5,CCCLL,26,6,20,,"8,9",2,30,"2 (00152: 2-6-7-24-28)",3,false,false,false,2026-05-11 13:11:22.929 +0700
T7,2025-09-13,"1","00153",3,19,26,33,34,8,0,6717187500,1,10000000,7,5000000,67,500000,185,100000,1591,30000,14773,10000,1,1,1,2,Y,C,LC,2,,"3-19",2,"33",1,0,0,1,"32",115,"1112",35,LLCLC,11,8,20,,"8",1,29,"8 (00145: 3-4-21-26-33)",3,false,false,false,2026-05-11 13:11:22.930 +0700
T6,2025-09-12,"2","00152",2,6,7,24,28,1,0,6703490000,1,10000000,7,5000000,71,500000,135,100000,2134,30000,9277,10000,3,0,2,0,X,L,CC,4,"1,3","2-7",2,,1,0,0,0,,67,"3020",81,CCLCC,61,24,20,"2,24","2,8,24",3,28,"69 (00083: 2-15-20-24-28)",3,false,false,false,2026-05-11 13:11:22.930 +0700
T6,2025-09-12,"1","00151",15,17,19,20,34,3,0,6525340000,1,10000000,6,5000000,46,500000,133,100000,1662,30000,9645,10000,0,3,1,1,X,L,LC,2,"0","17-19",2,,1,0,0,0,,105,"0311",5,LLLCC,69,13,20,,"2,8,24",3,27,"7 (00144: 17-18-19-22-34)",3,false,false,false,2026-05-11 13:11:22.931 +0700
T5,2025-09-11,"2","00150",13,22,25,30,31,9,0,6434580000,2,10000000,6,5000000,70,500000,216,100000,1917,30000,16616,10000,0,1,2,2,Z,L,LL,2,"0","13-31",2,"22",1,0,2,1,,121,"0122",92,LCLCL,5,19,20,,"2,8,24",3,26,"33 (00117: 13-20-25-27-30)",3,false,false,false,2026-05-11 13:11:22.933 +0700
T5,2025-09-11,"1","00149",1,6,25,28,30,2,0,6340945000,0,10000000,3,5000000,38,500000,105,100000,1519,30000,8518,10000,2,0,2,1,X,C,LC,3,"1",,0,,0,1,0,1,,90,"2021",4,LCLCC,5,13,20,,"2,8",2,25,"78 (00071: 1-6-8-23-25)",3,false,false,false,2026-05-11 13:11:22.934 +0700
T4,2025-09-10,"2","00148",4,13,16,23,29,11,0,6199605000,2,10000000,5,5000000,60,500000,144,100000,1821,30000,13197,10000,1,2,2,0,Z,L,CL,2,"3","13-23-29",3,,0,1,3,0,"32",85,"1220",1,CLCLL,1,36,20,"16","8,16",2,24,"1 (00147: 6-13-14-23-29)",3,false,false,false,2026-05-11 13:11:22.935 +0700
T4,2025-09-10,"1","00147",6,13,14,23,29,6,0,6060537500,0,10000000,9,5000000,55,500000,234,100000,1705,30000,15488,10000,1,2,2,0,Y,C,CL,2,"3","13-23-29",3,,1,1,0,0,"32",85,"1220",22,CLCLL,35,10,20,,"16",1,23,"131 (00016: 6-7-13-28-29)",3,false,false,false,2026-05-11 13:11:22.936 +0700
T3,2025-09-09,"2","00146",11,15,19,27,33,1,-1,21380563500,3,2404732833,35,106810000,671,5810000,1277,2890000,20041,205000,95793,10000,0,3,1,1,X,L,LL,0,"0","11-19",2,"11,33",0,0,1,1,,105,"0311",2,LLLLL,72,7,20,,"16",1,22,"53 (00093: 11-19-22-27-35)",3,false,true,false,2026-05-11 13:11:22.937 +0700
T3,2025-09-09,"1","00145",3,4,21,26,33,5,0,15355778500,0,10000000,21,5000000,124,500000,444,100000,3893,30000,32241,10000,2,0,2,1,Y,L,LL,2,"1","3",1,"33",1,2,0,0,"32",87,"2021",8,LCLCL,40,8,20,,"16",1,21,"49 (00096: 3-9-20-26-33)",3,false,false,false,2026-05-11 13:11:22.938 +0700
T2,2025-09-08,"2","00144",17,18,19,22,34,3,0,14081334500,1,10000000,21,5000000,185,500000,561,100000,5849,30000,39065,10000,0,3,1,1,X,L,LC,3,"0","17-19",2,"22",2,1,1,1,,110,"0311",114,LCLCC,22,19,20,,"16",1,20,"22 (00122: 1-4-17-18-28)",2,false,false,false,2026-05-11 13:11:22.939 +0700
